sentence,entities,positive_negative
"3/ He and his advisors KNEW the consequences of brazenly thumbing their nose at their own CDC.  They know viewers follow his example, and thus it will now be impossible to convince many people social distancing/masks are important. Bc Trump has made it crystal clear they AREN'T.",trump,-1
"2/ His RNC speech was his biggest stage. 23m watched.   The question is - WHY did Trump choose not to socially distance guests or require them to wear masks, as his own CDC guidelines below recommend?  There seems to be no good reason. He easily could have.https://t.co/Z67RHsoTUG",trump,-1
"I know what I wrote below sounds harsh. But I stand by it and I want to explain why.  1/ From the start of the epidemic, Trump has mostly refused to wear a mask and engage in social distancing. He often does this very publicly and brazenly (like in Oklahoma City). https://t.co/iZyJOTiTwU",trump,-1
I think it was all the Pacific Rim franchise fans out there.  65K. We can do it.  Investing in Georgia is major bang for your buck. Two Senate races and Biden and Trump are neck and neck. https://t.co/uqQGYCQkrg,trump,-1
RT @girlsreallyrule: NYC Tenants Say They Were Tricked Into Appearing in RNC Video: “I am not a Trump supporter. I am not a supporter of hi…,trump,-1
"Can we take the gloves off and tell the truth?  Trump is deliberately killing people.   He holds rallies where people get infected. On Thursday, no social distancing or masks, sending a clear message that the CDC should be ignored.  His plan is to kill people. Let's just say it.",trump,-1
"1,000+ Americans are being killed every day needlessly under your watch.  America under Trump is the least safe place on earth. https://t.co/RnfsLXqUwh",trump,-1
"8/ Yale can't do this themselves. They need the feds - but again, the feds are largely AWOL, and a great technology may end up helping thousands rather than millions.  Over and over, Trump refuses to create a national testing strategy, and the virus is the only winner.",trump,-1
"3/ Trump has refused to build the additional lab capacity nationally to reduce these wait times. Connecticut can't do it - the testing industry is national. Only HHS and partner federal agencies can expand this capacity, but they simply refuse. Outrageous.",trump,-1
"Yes, Trump has put us in a position where our troops are vulnerable and the Russians feel immune from consequence.   But the U.S. should have never been in Syria like this to begin with. We never had a plan to win. We were never willing to go as far as Russia and Iran. https://t.co/KwlYTEleQv",trump,-1
I wonder why a deranged white nationalist Trump supporter would show up to a protest with a rifle and start shooting people. https://t.co/gL1zpgj8J2,trump,-1
"I just turned on #RNC2020 for the first time this week and the literal first thing I heard was Eric Trump say “peace in the Middle East...promises made, promises kept”.   Getting a whiff that this convention might not be on the level...",trump,-1
"RT @JamesFallows: -Speech by Pam Bondi, about the evils of nepotism, FOLLOWED BY  -Speech by Tiffany Trump.",trump,-1
5/ Trump has done next to nothing. He hasn’t spoken up on behalf of peaceful protest. He hasn’t called on Putin to stand down. He hasn’t reached out to the EU to craft a joint strategy.   He has left the protestors adrift and this ultimately helps both Lukashenko and Putin.,trump,-1
"What’s happening in Belarus matters to U.S. security. And Trump and his team are fumbling this moment (largely by kowtowing to Putin and staying on the sidelines).  1/ A THREAD on what's happening in Belarus, why it matters, and what the U.S. should do.",trump,-1
RT @JulianCastro: Trump staff or associates indicted or convicted since he took office:  Paul Manafort  Roger Stone  Michael Cohen  Michael…,trump,-1
Trump is going to try to destroy a great American company and put a ton of people of work because the company won’t let Trump control its dress code rules.   Just insane. Why would anyone want 4 more years of this nonsense?,trump,-1
Tomorrow at 4:30 ET I'm joining a coalition of foreign policy groups for a conversation on how to rebuild American national security policy after Trump. RSVP to join us https://t.co/duOxknwJaO https://t.co/UFWr3euUTJ,trump,-1
"Republican Senators up for reelection this fall will scream back home 'I'm for the Post Office!'  Then when they get to DC, they all fall in line neatly when McConnell tells them to get behind Trump.  The Post Office goes down if Democrats don't win the Senate. Simple as that.",trump,-1
This is a must-listen new podcast - and not just because I'm one of the guests! My friend @brhodes put together #MissingAmerica as a primer on the disaster that has been US foreign policy under Trump. Take a listen: https://t.co/7XWronDlaK,trump,-1
"Trump wants to restore diplomatic relations with Belarus. The Ambassador nominee is pending in the Senate.   Right now, this would be a huge mistake. It would look like an endorsement of Lukashenko’s crackdown.   The Senate should set aside this nomination.",trump,-1
@brianschatz Trump installed a guy as his chief of staff whose mission is to destroy government. So maybe I shouldn’t be so surprised when a week of negotiations about how government can help people makes him super uncomfortable and he wants to give up?,trump,-1
"Before the explosion, Lebanon was already in dire crisis, with a collapsed economy and sectarian tensions at a boiling point.   I can’t imagine anything worse right now than Trump making unfounded claims of an “attack”. Could set off something truly awful in Lebanon. https://t.co/6sl8UVMR50",trump,-1
"6/ In fact, the opposite happened. By putting Elliot Abrams (the symbol of “American imperialism” in Latin America) in charge of Venezuela, and by acting largely alone, Trump helped Maduro rally the military and much of the country against America and cast Guaido as a U.S. pawn.",trump,-1
"5/ Then, Trump and his Latin America hawks got itchy. He recognized Guaido as the leader of the nation, thinking that would propel Venezuelans (and Maduro-friendly military leaders) to Guaido’s side.",trump,-1
"4/ But Trump couldn’t talk to Cuba (bc Obama), Putin had Trump wrapped around his finger, and all Trump wanted to talk to China about was the trade deal. So we made no meaningful effort to move them, and all three stood solidly behind Maduro.",trump,-1
"Ahead of tomorrow's Senate hearing on Venezuela, here's my Jan '19 op-ed with @brhodes arguing the danger of recognizing Guaido, threatening war, and acting unilaterally.   Promoting democracy in Venezuela is a noble aim - Trump just screwed it up royally. https://t.co/GhChuwSPCu",trump,-1
Get ready for “Congress reaches impasse over extension of unemployment benefits” headlines.   The “impasse” of course is that Dems want to extend benefits and Trump and GOP don’t.   (and FYI the GOP 1 week offer is to give them more time to argue against a long term extension),trump,-1
"Our force levels have been coming down in Europe, for good reason, over the years.  But we always make troop adjustments in consultation w Germany and NATO.   Trump is doing this on a lark. Likely just to embarrass Germany.   No plan. No consultation. Making it a really bad idea. https://t.co/WRUlk0xwHy",trump,-1
"Every month, over 30 children are killed in Yemen by bombs dropped by Saudi Arabia and their allies.   Now Trump wants to sell Reaper drones to the Saudis, so that they can drop more bombs. And kill more children.  Congress must stop this sale. https://t.co/CFzFRbsFTy",trump,-1
"8/ Next week I will introduce a bill to ban weaponized drone sales and make this arms control agreement binding U.S. law.  If Congress doesn't do something now, it might be impossible to put this arms agreement back in place once Trump is gone.",trump,-1
"7/ Trump will say China isn't in the deal, and they sell these kind of drones so we should be able to do it too.  That's false logic. Our drones are far superior, and we should never be selling arms into dangerous places just because we want to make a few American companies rich.",trump,-1
"5/ But Trump so badly wants to sell weaponized drones to places like Saudi Arabia and UAE that he is willing to blow up the deal.  If he does this, it dramatically scales up the Middle East arms race (and allows the Saudis to more effectively kill civilians in the Yemen War).",trump,-1
"Trump announced Friday he plans to sell Reaper armed drones into the Middle East. It ranks among the dumbest, most dangerous ideas he has come up with.  Next week I will introduce legislation to stop these sales.   1/ A THREAD on why Congress must stop the export of armed drones. https://t.co/dBjnJsLK7B",trump,-1
